Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Age,Gender,Device,kategori,duration_days,Country_Australia,Country_Brazil,Country_Canada,Country_France,Country_Germany,Country_Italy,Country_Mexico,Country_Spain,Country_United Kingdom,Country_United States,Plan Duration_1 Month
2,10,2022-01-09,2023-06-29,31,1,2,1,536,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-02-09,2023-03-07,30,0,3,1,391,0,0,0,0,0,1,0,0,0,0,1
1,10,2022-02-09,2023-06-29,35,1,3,1,505,0,0,0,0,0,0,0,1,0,0,1
2,14,2022-09-15,2023-02-07,40,0,2,1,145,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-09-17,2023-06-29,29,1,3,1,285,0,0,0,0,0,0,0,0,0,1,1
2,14,2022-09-26,2023-03-07,34,0,4,1,162,0,0,1,0,0,0,0,0,0,0,1
1,12,2022-09-27,2023-06-29,31,1,1,1,275,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-04-10,2023-01-07,28,1,1,1,272,0,0,0,0,0,0,0,0,0,1,1
1,12,2022-06-10,2023-06-29,46,0,4,1,384,0,0,1,0,0,0,0,0,0,0,1
2,11,2022-07-10,2023-02-07,38,1,3,1,212,0,0,0,0,0,0,0,0,1,0,1
0,13,2022-06-10,2023-06-30,35,0,1,1,385,1,0,0,0,0,0,0,0,0,0,1
2,15,2022-07-10,2023-03-07,49,1,3,2,240,0,0,0,0,1,0,0,0,0,0,1
1,13,2022-06-10,2023-06-29,42,1,3,1,384,0,0,0,1,0,0,0,0,0,0,1
0,14,2022-06-10,2023-02-07,37,0,1,1,242,0,1,0,0,0,0,0,0,0,0,1
2,13,2022-04-10,2023-01-07,39,0,3,1,272,0,0,0,0,0,0,1,0,0,0,1
1,10,2022-10-14,2023-02-07,47,0,4,1,116,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-10-19,2023-06-29,49,1,3,2,253,0,0,0,0,0,1,0,0,0,0,1
1,12,2022-10-21,2023-01-07,35,1,1,1,78,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-10-28,2023-06-30,36,0,4,1,245,0,0,0,0,0,0,0,1,0,0,1
2,11,2022-01-11,2023-02-07,40,1,2,1,392,0,0,0,0,0,0,0,0,0,1,1
2,10,2022-12-11,2023-06-29,30,0,4,1,200,0,0,1,0,0,0,0,0,0,0,1
0,13,2022-11-13,2023-06-30,51,0,4,2,229,0,0,0,0,0,0,0,0,0,1,1
1,15,2022-09-11,2023-06-30,47,1,1,1,292,0,0,0,0,0,0,0,0,0,1,1
0,12,2022-08-11,2023-01-07,47,0,1,1,149,0,0,1,0,0,0,0,0,0,0,1
2,14,2022-06-11,2023-06-30,39,1,2,1,384,0,0,0,0,0,0,0,0,1,0,1
1,10,2022-07-11,2023-06-30,49,1,4,2,354,1,0,0,0,0,0,0,0,0,0,1
0,12,2022-02-11,2023-01-07,33,1,1,1,330,0,0,0,0,1,0,0,0,0,0,1
1,10,2022-06-10,2023-06-30,32,0,4,1,385,0,0,0,1,0,0,0,0,0,0,1
0,15,2022-09-16,2023-06-30,40,1,3,1,287,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-10-09,2023-06-30,40,0,1,1,264,0,0,0,0,0,0,1,0,0,0,1
2,12,2022-04-09,2023-06-30,51,0,2,2,447,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-08-26,2023-01-07,50,1,4,2,134,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-08-14,2023-01-07,50,0,4,2,146,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-12-08,2023-01-07,47,1,3,1,30,0,0,0,0,0,0,0,1,0,0,1
2,12,2022-10-08,2023-06-30,35,1,1,1,265,0,0,0,0,0,0,0,0,0,1,1
1,11,2022-10-08,2023-01-07,31,1,2,1,91,0,0,1,0,0,0,0,0,0,0,1
0,15,2022-04-08,2023-01-07,36,1,3,1,274,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-05-08,2023-01-07,41,0,4,1,244,0,0,0,0,0,0,0,0,0,1,1
0,13,2022-07-17,2023-06-30,49,0,2,2,348,0,0,1,0,0,0,0,0,0,0,1
2,12,2022-07-16,2023-01-07,34,0,2,1,175,0,0,0,0,0,0,0,0,1,0,1
2,15,2022-07-13,2023-01-07,30,0,2,1,178,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-03-07,2023-02-07,38,1,1,1,337,0,0,0,0,1,0,0,0,0,0,1
1,11,2022-06-24,2023-06-29,45,1,2,1,370,0,0,0,1,0,0,0,0,0,0,1
0,14,2022-06-21,2023-01-07,42,0,1,1,200,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-06-22,2023-01-07,42,0,4,1,199,0,0,0,0,0,0,1,0,0,0,1
1,10,2022-06-23,2023-02-07,31,1,4,1,229,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-06-26,2023-06-29,28,1,4,1,368,0,0,0,0,0,1,0,0,0,0,1
1,11,2022-06-27,2023-06-30,44,1,2,1,368,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-06-28,2023-01-07,30,1,4,1,193,0,0,0,0,0,0,0,1,0,0,1
2,13,2022-06-28,2023-02-07,33,1,3,1,224,0,0,0,0,0,0,0,0,0,1,1
2,12,2022-06-18,2023-06-29,42,0,2,1,376,0,0,1,0,0,0,0,0,0,0,1
0,11,2022-11-06,2023-06-30,31,1,4,1,236,0,0,0,0,0,0,0,0,0,1,1
1,11,2022-11-06,2023-01-07,31,0,3,1,62,0,0,0,0,0,0,0,0,0,1,1
0,13,2022-12-06,2023-01-07,46,0,4,1,32,0,0,1,0,0,0,0,0,0,0,1
2,15,2022-06-13,2023-06-29,28,0,2,1,381,0,0,0,0,0,0,0,0,1,0,1
1,11,2022-06-13,2023-06-29,50,1,2,2,381,1,0,0,0,0,0,0,0,0,0,1
0,11,2022-06-18,2023-02-07,34,1,2,1,234,0,0,0,0,1,0,0,0,0,0,1
1,15,2022-06-23,2023-06-30,45,0,4,1,372,0,0,0,1,0,0,0,0,0,0,1
0,12,2022-06-26,2023-06-30,38,0,1,1,369,0,1,0,0,0,0,0,0,0,0,1
2,13,2022-06-29,2023-06-29,42,0,1,1,365,0,0,0,0,0,0,1,0,0,0,1
2,10,2022-02-07,2023-01-07,45,0,3,1,334,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-06-07,2023-06-30,44,1,4,1,388,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-07-18,2023-06-30,50,0,4,2,347,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-07-29,2023-06-30,38,1,2,1,336,0,0,0,0,0,0,0,1,0,0,1
2,13,2022-07-30,2023-01-07,42,0,4,1,161,0,0,0,0,0,0,0,0,0,1,1
1,13,2022-03-08,2023-01-07,50,1,4,2,305,0,0,1,0,0,0,0,0,0,0,1
0,10,2022-08-15,2023-06-30,30,1,3,1,319,0,0,0,0,0,0,0,0,0,1,1
0,10,2022-08-20,2023-01-07,47,0,3,1,140,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-08-21,2023-06-30,32,0,1,1,313,0,0,1,0,0,0,0,0,0,0,1
2,11,2022-08-30,2023-02-07,31,0,2,1,161,0,0,0,0,0,0,0,0,1,0,1
1,15,2022-01-09,2023-06-29,37,1,1,1,536,1,0,0,0,0,0,0,0,0,0,1
0,14,2022-02-09,2023-03-07,32,0,3,1,391,0,0,0,0,1,0,0,0,0,0,1
0,12,2022-04-09,2023-06-30,29,1,3,1,447,0,0,0,1,0,0,0,0,0,0,1
1,12,2022-10-09,2023-02-07,28,1,2,1,121,0,1,0,0,0,0,0,0,0,0,1
2,11,2022-09-25,2023-06-29,42,1,1,1,277,0,0,0,0,0,0,1,0,0,0,1
2,12,2022-09-27,2023-03-07,37,1,2,1,161,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-01-10,2023-06-30,38,0,1,1,536,0,0,0,0,0,1,0,0,0,0,1
1,13,2022-06-10,2023-02-07,32,1,4,1,242,0,0,0,0,0,0,0,1,0,0,1
2,15,2022-07-10,2023-06-30,48,1,1,1,355,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-08-10,2023-03-07,46,0,4,1,209,0,0,0,0,0,0,0,0,0,1,1
2,14,2022-08-10,2023-01-07,30,1,2,1,150,0,0,1,0,0,0,0,0,0,0,1
1,10,2022-08-10,2023-03-07,40,0,4,1,209,0,0,0,0,0,0,0,0,0,1,1
0,13,2022-08-10,2023-06-29,29,1,4,1,323,0,0,0,0,0,0,0,0,0,1,1
1,15,2022-08-10,2023-02-07,41,1,2,1,181,0,0,1,0,0,0,0,0,0,0,1
2,15,2022-10-10,2023-01-07,32,1,1,1,89,0,0,0,0,0,0,0,0,1,0,1
0,12,2022-10-19,2023-02-07,44,0,4,1,111,1,0,0,0,0,0,0,0,0,0,1
2,15,2022-10-20,2023-06-29,41,1,1,1,252,0,0,0,0,1,0,0,0,0,0,1
1,12,2022-10-26,2023-01-07,50,0,3,2,73,0,0,0,1,0,0,0,0,0,0,1
0,14,2022-10-29,2023-06-30,33,0,2,1,244,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-10-31,2023-02-07,34,0,4,1,99,0,0,0,0,0,0,1,0,0,0,1
1,15,2022-11-11,2023-06-29,40,1,3,1,230,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-09-11,2023-01-07,34,0,2,1,118,0,0,0,0,0,1,0,0,0,0,1
1,14,2022-09-11,2023-01-07,27,0,4,1,118,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-07-11,2023-01-07,34,1,2,1,180,0,0,0,0,0,0,0,1,0,0,1
2,13,2022-08-11,2023-06-30,28,1,2,1,323,0,0,0,0,0,0,0,0,0,1,1
2,14,2022-05-11,2023-01-07,37,0,4,1,241,0,0,1,0,0,0,0,0,0,0,1
0,10,2022-10-25,2023-01-07,27,0,1,1,74,0,0,0,0,0,0,0,0,0,1,1
1,13,2022-10-23,2023-02-07,33,0,1,1,107,0,0,0,0,0,0,0,0,0,1,1
0,11,2022-10-20,2023-02-07,42,1,1,1,110,0,0,1,0,0,0,0,0,0,0,1
2,11,2022-10-14,2023-01-07,49,1,3,2,85,0,0,0,0,0,0,0,0,1,0,1
1,13,2022-08-29,2023-06-30,44,1,4,1,305,1,0,0,0,0,0,0,0,0,0,1
0,10,2022-08-18,2023-01-07,47,1,1,1,142,0,0,0,0,1,0,0,0,0,0,1
1,13,2022-08-13,2023-02-07,33,1,1,1,178,0,0,0,1,0,0,0,0,0,0,1
0,11,2022-11-08,2023-02-07,37,1,4,1,91,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-11-08,2023-01-07,35,1,1,1,60,0,0,0,0,0,0,1,0,0,0,1
2,11,2022-06-08,2023-01-07,34,0,3,1,213,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-07-08,2023-02-07,44,1,3,1,214,0,0,0,0,0,1,0,0,0,0,1
1,15,2022-07-18,2023-02-07,29,1,2,1,204,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-07-17,2023-06-30,38,1,3,1,348,0,0,0,0,0,0,0,1,0,0,1
2,14,2022-07-15,2023-02-07,46,1,4,1,207,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-07-14,2023-02-07,29,1,2,1,208,0,0,1,0,0,0,0,0,0,0,1
0,12,2022-06-26,2023-03-07,48,0,4,1,254,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-06-26,2023-06-29,36,1,4,1,368,0,0,0,0,0,0,0,0,0,1,1
0,12,2022-06-22,2023-01-07,43,1,1,1,199,0,0,1,0,0,0,0,0,0,0,1
2,15,2022-06-23,2023-01-07,42,0,4,1,198,0,0,0,0,0,0,0,0,1,0,1
2,10,2022-06-24,2023-02-07,50,1,2,2,228,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-06-26,2023-06-29,39,1,1,1,368,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-06-28,2023-01-07,43,0,1,1,193,0,0,0,1,0,0,0,0,0,0,1
0,10,2022-06-29,2023-02-07,50,0,2,2,223,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-06-26,2023-02-07,51,1,1,2,226,0,0,0,0,0,0,1,0,0,0,1
1,14,2022-06-26,2023-06-30,40,1,2,1,369,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-06-20,2023-06-30,31,1,2,1,375,0,0,0,0,0,1,0,0,0,0,1
1,12,2022-06-18,2023-03-07,39,0,3,1,262,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-06-16,2023-01-07,49,0,2,2,205,0,0,0,0,0,0,0,1,0,0,1
2,10,2022-06-16,2023-06-30,34,0,1,1,379,0,0,0,0,0,0,0,0,0,1,1
2,13,2022-06-17,2023-06-30,38,1,3,1,378,0,0,1,0,0,0,0,0,0,0,1
0,15,2022-06-20,2023-02-07,36,0,1,1,232,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-06-24,2023-01-07,42,0,4,1,197,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-06-27,2023-01-07,50,1,2,2,194,0,0,1,0,0,0,0,0,0,0,1
2,10,2022-02-07,2023-01-07,42,0,1,1,334,0,0,0,0,0,0,0,0,1,0,1
1,14,2022-04-07,2023-02-07,35,0,1,1,306,1,0,0,0,0,0,0,0,0,0,1
0,15,2022-07-15,2023-06-30,46,0,2,1,350,0,0,0,0,1,0,0,0,0,0,1
1,15,2022-07-23,2023-01-07,48,1,1,1,168,0,0,0,1,0,0,0,0,0,0,1
0,12,2022-07-29,2023-01-07,43,0,1,1,162,0,1,0,0,0,0,0,0,0,0,1
2,13,2022-01-08,2023-01-07,51,0,2,2,364,0,0,0,0,0,0,1,0,0,0,1
2,13,2022-12-08,2023-03-07,45,1,4,1,89,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-08-14,2023-06-30,46,1,1,1,320,0,0,0,0,0,1,0,0,0,0,1
1,12,2022-08-16,2023-04-07,42,0,1,1,234,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-08-26,2023-06-30,42,0,3,1,308,0,0,0,0,0,0,0,1,0,0,1
2,13,2022-08-31,2023-03-07,50,1,2,2,188,0,0,0,0,0,0,0,0,0,1,1
1,12,2022-02-09,2023-06-30,28,1,4,1,506,0,0,1,0,0,0,0,0,0,0,1
0,15,2022-03-09,2023-03-07,44,0,2,1,363,0,0,0,0,0,0,0,0,0,1,1
0,10,2022-05-09,2023-01-07,36,1,2,1,243,0,0,0,0,0,0,0,0,0,1,1
0,14,2022-10-09,2023-02-07,37,0,1,1,121,0,0,1,0,0,0,0,0,0,0,1
2,12,2022-09-17,2023-01-07,36,1,3,1,112,0,0,0,0,0,0,0,0,1,0,1
1,13,2022-09-28,2023-03-07,31,1,3,1,160,1,0,0,0,0,0,0,0,0,0,1
0,12,2022-02-10,2023-06-30,36,0,4,1,505,0,0,0,0,1,0,0,0,0,0,1
0,15,2022-05-10,2023-03-07,39,0,1,1,301,0,0,0,1,0,0,0,0,0,0,1
1,11,2022-07-10,2023-06-30,45,0,1,1,355,0,1,0,0,0,0,0,0,0,0,1
2,13,2022-08-10,2023-03-07,29,1,4,1,209,0,0,0,0,0,0,1,0,0,0,1
2,15,2022-08-10,2023-01-07,45,1,3,1,150,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-09-10,2023-03-07,29,1,4,1,178,0,0,0,0,0,1,0,0,0,0,1
1,10,2022-09-10,2023-06-30,28,0,4,1,293,0,0,0,0,0,0,0,1,0,0,1
2,12,2022-10-10,2023-02-07,42,0,4,1,120,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-10-14,2023-01-07,36,0,3,1,85,0,0,0,0,0,0,0,0,0,1,1
2,15,2022-10-16,2023-03-07,39,1,4,1,142,0,0,1,0,0,0,0,0,0,0,1
1,11,2022-10-21,2023-06-29,36,1,4,1,251,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-10-25,2023-01-07,49,1,1,2,74,0,0,0,0,0,0,0,0,0,1,1
1,11,2022-10-30,2023-01-07,32,0,2,1,69,0,0,1,0,0,0,0,0,0,0,1
2,12,2022-10-31,2023-02-07,40,0,3,1,99,0,0,0,0,0,0,0,0,1,0,1
0,12,2022-08-11,2023-01-07,34,1,3,1,149,1,0,0,0,0,0,0,0,0,0,1
2,15,2022-09-11,2023-01-07,35,1,3,1,118,0,0,0,0,1,0,0,0,0,0,1
1,11,2022-07-11,2023-01-07,44,0,4,1,180,0,0,0,1,0,0,0,0,0,0,1
0,13,2022-08-11,2023-03-07,47,0,3,1,208,0,1,0,0,0,0,0,0,0,0,1
2,14,2022-08-11,2023-03-07,33,0,1,1,208,0,0,0,0,0,0,1,0,0,0,1
1,11,2022-10-31,2023-02-07,45,1,2,1,99,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-10-28,2023-01-07,42,0,2,1,71,0,0,0,0,0,1,0,0,0,0,1
1,15,2022-10-25,2023-02-07,46,1,2,1,105,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-10-18,2023-02-07,51,1,2,2,112,0,0,0,0,0,0,0,1,0,0,1
2,15,2022-09-25,2023-02-07,41,0,1,1,135,0,0,0,0,0,0,0,0,0,1,1
2,10,2022-08-26,2023-01-07,50,0,2,2,134,0,0,1,0,0,0,0,0,0,0,1
0,10,2022-08-20,2023-02-07,49,0,3,2,171,0,0,0,0,0,0,0,0,0,1,1
1,12,2022-12-08,2023-03-07,34,0,1,1,89,0,0,0,0,0,0,0,0,0,1,1
0,13,2022-12-08,2023-03-07,38,0,2,1,89,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-11-08,2023-01-07,46,1,4,1,60,0,0,0,0,0,0,0,0,1,0,1
1,14,2022-11-08,2023-02-07,42,1,4,1,91,1,0,0,0,0,0,0,0,0,0,1
0,12,2022-10-08,2023-02-07,46,1,1,1,122,0,0,0,0,1,0,0,0,0,0,1
1,10,2022-07-31,2023-03-07,51,0,4,2,219,0,0,0,1,0,0,0,0,0,0,1
0,12,2022-07-17,2023-06-30,35,1,4,1,348,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-07-15,2023-02-07,34,0,3,1,207,0,0,0,0,0,0,1,0,0,0,1
2,14,2022-05-07,2023-02-07,31,0,1,1,276,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-01-07,2023-03-07,36,0,2,1,424,0,0,0,0,0,1,0,0,0,0,1
1,15,2022-01-07,2023-06-30,28,1,4,1,539,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-06-26,2023-01-07,29,0,3,1,195,0,0,0,0,0,0,0,1,0,0,1
2,12,2022-06-27,2023-02-07,42,0,4,1,225,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-06-28,2023-02-07,35,0,3,1,224,0,0,1,0,0,0,0,0,0,0,1
0,12,2022-06-28,2023-06-30,32,0,1,1,367,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-06-29,2023-01-07,43,0,2,1,192,0,0,0,0,0,0,0,0,0,1,1
0,10,2022-06-26,2023-02-07,29,1,3,1,226,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-06-26,2023-02-07,35,0,2,1,226,0,0,0,0,0,0,0,0,1,0,1
2,14,2022-06-24,2023-06-30,27,0,2,1,371,1,0,0,0,0,0,0,0,0,0,1
0,13,2022-06-21,2023-01-07,38,1,2,1,200,0,0,0,0,1,0,0,0,0,0,1
1,13,2022-06-22,2023-03-07,33,1,4,1,258,0,0,0,1,0,0,0,0,0,0,1
0,11,2022-06-18,2023-02-07,48,1,1,1,234,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-06-18,2023-02-07,51,0,1,2,234,0,0,0,0,0,0,1,0,0,0,1
1,10,2022-06-20,2023-01-07,40,0,3,1,201,0,0,0,0,0,0,0,1,0,0,1
0,13,2022-06-23,2023-03-07,28,1,3,1,257,0,0,0,0,0,1,0,0,0,0,1
1,10,2022-06-26,2023-01-07,46,0,1,1,195,0,0,0,0,0,0,0,1,0,0,1
0,12,2022-02-07,2023-01-07,28,0,2,1,334,0,0,0,0,0,0,0,1,0,0,1
2,12,2022-04-07,2023-01-07,47,1,2,1,275,0,0,0,0,0,0,0,0,0,1,1
2,10,2022-07-07,2023-02-07,47,1,3,1,215,0,0,1,0,0,0,0,0,0,0,1
0,13,2022-07-14,2023-01-07,50,1,3,2,177,0,0,0,0,0,0,0,0,0,1,1
1,13,2022-07-20,2023-01-07,50,0,4,2,171,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-07-23,2023-02-07,29,1,3,1,199,0,0,1,0,0,0,0,0,0,0,1
2,15,2022-07-30,2023-01-07,38,1,2,1,161,0,0,0,0,0,0,0,0,1,0,1
1,11,2022-12-08,2023-03-07,40,0,2,1,89,1,0,0,0,0,0,0,0,0,0,1
0,14,2022-08-14,2023-01-07,43,1,3,1,146,0,0,0,0,1,0,0,0,0,0,1
1,14,2022-08-22,2023-04-07,27,0,3,1,228,0,0,0,1,0,0,0,0,0,0,1
0,10,2022-08-29,2023-06-30,37,0,2,1,305,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-02-09,2023-03-07,30,1,3,1,391,0,0,0,0,0,0,1,0,0,0,1
2,13,2022-03-09,2023-01-07,50,1,1,2,304,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-04-09,2023-04-07,51,1,3,2,363,0,0,0,0,0,1,0,0,0,0,1
1,13,2022-06-09,2023-01-07,37,0,1,1,212,0,0,0,0,0,0,0,1,0,0,1
0,14,2022-10-09,2023-02-07,35,0,2,1,121,0,0,0,0,0,0,0,1,0,0,1
2,12,2022-09-20,2023-01-07,35,1,2,1,109,0,0,0,0,0,0,0,0,0,1,1
1,11,2022-09-26,2023-03-07,46,1,2,1,162,0,0,1,0,0,0,0,0,0,0,1
0,13,2022-04-10,2023-01-07,27,1,2,1,272,0,0,0,0,0,0,0,0,0,1,1
0,13,2022-06-10,2023-03-07,27,1,1,1,270,0,0,0,0,0,0,0,0,0,1,1
0,13,2022-07-10,2023-01-07,39,0,1,1,181,0,0,1,0,0,0,0,0,0,0,1
2,15,2022-08-10,2023-03-07,51,1,2,2,209,0,0,0,0,0,0,0,0,1,0,1
1,14,2022-09-10,2023-01-07,41,1,3,1,119,1,0,0,0,0,0,0,0,0,0,1
0,15,2022-10-10,2023-03-07,30,0,4,1,148,0,0,0,0,1,0,0,0,0,0,1
0,11,2022-10-10,2023-06-30,46,1,1,1,263,0,0,0,1,0,0,0,0,0,0,1
1,14,2022-10-14,2023-02-07,31,1,2,1,116,0,1,0,0,0,0,0,0,0,0,1
2,13,2022-10-15,2023-01-07,49,1,3,2,84,0,0,0,0,0,0,1,0,0,0,1
2,12,2022-10-17,2023-03-07,39,0,2,1,141,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-10-23,2023-01-07,47,1,3,1,76,0,0,0,0,0,1,0,0,0,0,1
1,15,2022-10-27,2023-02-07,36,0,2,1,103,0,0,0,0,0,0,0,1,0,0,1
2,14,2022-10-29,2023-02-07,42,0,2,1,101,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-05-11,2023-02-07,28,0,4,1,272,0,0,0,0,0,0,0,0,0,1,1
2,15,2022-07-11,2023-02-07,43,1,2,1,211,0,0,1,0,0,0,0,0,0,0,1
1,10,2022-08-11,2023-02-07,50,0,1,2,180,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-09-11,2023-01-07,30,0,2,1,118,0,0,0,0,0,0,0,0,0,1,1
1,10,2022-10-11,2023-03-07,34,0,1,1,147,0,0,1,0,0,0,0,0,0,0,1
2,13,2022-02-11,2023-03-07,35,0,1,1,389,0,0,0,0,0,0,0,0,1,0,1
0,11,2022-10-31,2023-02-07,29,1,2,1,99,1,0,0,0,0,0,0,0,0,0,1
2,15,2022-10-29,2023-02-07,33,1,4,1,101,0,0,0,0,1,0,0,0,0,0,1
1,12,2022-10-22,2023-03-07,47,1,1,1,136,0,0,0,1,0,0,0,0,0,0,1
0,14,2022-10-20,2023-02-07,32,0,2,1,110,0,1,0,0,0,0,0,0,0,0,1
2,15,2022-10-21,2023-04-07,34,0,2,1,168,0,0,0,0,0,0,1,0,0,0,1
1,13,2022-10-10,2023-02-07,46,1,4,1,120,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-06-09,2023-03-07,31,1,2,1,271,0,0,0,0,0,1,0,0,0,0,1
1,12,2022-06-09,2023-03-07,40,0,2,1,271,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-08-13,2023-03-07,38,0,2,1,206,0,0,0,0,0,0,0,1,0,0,1
2,11,2022-08-13,2023-01-07,31,1,4,1,147,0,0,0,0,0,0,0,0,0,1,1
2,12,2022-08-13,2023-02-07,46,0,3,1,178,0,0,1,0,0,0,0,0,0,0,1
0,11,2022-06-08,2023-03-07,43,1,4,1,272,0,0,0,0,0,0,0,0,0,1,1
1,15,2022-06-08,2023-03-07,38,0,1,1,272,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-07-22,2023-06-30,38,0,1,1,343,0,0,1,0,0,0,0,0,0,0,1
2,14,2022-07-17,2023-02-07,27,1,1,1,205,0,0,0,0,0,0,0,0,1,0,1
1,12,2022-09-07,2023-02-07,49,0,2,2,153,1,0,0,0,0,0,0,0,0,0,1
0,11,2022-04-07,2023-03-07,33,1,3,1,334,0,0,0,0,1,0,0,0,0,0,1
1,10,2022-06-27,2023-06-30,40,0,3,1,368,0,0,0,1,0,0,0,0,0,0,1
0,13,2022-06-28,2023-02-07,27,1,2,1,224,0,1,0,0,0,0,0,0,0,0,1
2,12,2022-06-28,2023-02-07,28,0,1,1,224,0,0,0,0,0,0,1,0,0,0,1
2,10,2022-06-29,2023-03-07,30,1,3,1,251,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-06-29,2023-06-30,33,0,3,1,366,0,0,0,0,0,1,0,0,0,0,1
1,15,2022-06-26,2023-01-07,51,0,2,2,195,0,0,0,0,0,0,0,1,0,0,1
0,11,2022-06-26,2023-03-07,51,1,2,2,254,0,0,0,0,0,0,0,1,0,0,1
2,10,2022-06-26,2023-02-07,50,0,3,2,226,0,0,0,0,0,0,0,0,0,1,1
1,14,2022-06-24,2023-06-30,46,0,2,1,371,0,0,1,0,0,0,0,0,0,0,1
0,14,2022-06-25,2023-02-07,31,1,4,1,227,0,0,0,0,0,0,0,0,0,1,1
1,12,2022-06-20,2023-03-07,46,0,3,1,260,0,0,0,0,0,0,0,0,0,1,1
0,15,2022-06-21,2023-02-07,41,1,4,1,231,0,0,1,0,0,0,0,0,0,0,1
2,12,2022-06-20,2023-02-07,36,1,3,1,232,0,0,0,0,0,0,0,0,1,0,1
2,10,2022-06-22,2023-02-07,45,0,2,1,230,1,0,0,0,0,0,0,0,0,0,1
0,10,2022-06-24,2023-03-07,36,1,3,1,256,0,0,0,0,1,0,0,0,0,0,1
1,15,2022-06-30,2023-02-07,28,1,3,1,222,0,0,0,1,0,0,0,0,0,0,1
0,13,2022-03-07,2023-02-07,45,0,3,1,337,0,1,0,0,0,0,0,0,0,0,1
2,10,2022-04-07,2023-02-07,39,0,3,1,306,0,0,0,0,0,0,1,0,0,0,1
1,13,2022-08-07,2023-02-07,51,0,1,2,184,0,0,0,0,0,0,0,1,0,0,1
0,10,2022-07-19,2023-01-07,37,1,1,1,172,0,0,0,0,0,1,0,0,0,0,1
1,11,2022-07-21,2023-01-07,33,0,2,1,170,0,0,0,0,0,0,0,1,0,0,1
0,15,2022-07-27,2023-03-07,32,0,3,1,223,0,0,0,0,0,0,0,1,0,0,1
2,14,2022-02-08,2023-01-07,49,0,2,2,333,0,0,0,0,0,0,0,0,0,1,1
2,10,2022-09-08,2023-03-07,37,0,4,1,180,0,0,1,0,0,0,0,0,0,0,1
0,15,2022-08-21,2023-01-07,39,1,2,1,139,0,0,0,0,0,0,0,0,0,1,1
